name,email,date_of_birth,mobile_no,name_clean,failure_reason
Lisa Brewer,Lisa_Brewer@houston.com,24-12-2001,659559,Lisa Brewer,invalid_mobile
Susan Robinson,Susan_Robinson@robinson.com,1970-01-09,887259,Susan Robinson,invalid_mobile
Christopher Olson,Christopher_Olson@kennedy.com,09/18/2015,61436,Christopher Olson,invalid_mobile;below_18
Jon Roach,Jon_Roach@tyler.org,28-06-2010,53802271,Jon Roach,below_18
Michael Robinson,Michael_Robinson@russell.com,1960-06-17,927603,Michael Robinson,invalid_mobile
Rodney Arellano,Rodney_Arellano@green-williams.info,28-07-1997,8923916,Rodney Arellano,invalid_mobile
Alicia Wong,Alicia_Wong@bates.com,10/30/2006,2753374,Alicia Wong,invalid_mobile;below_18
Jesse Singh,Jesse_Singh@sharp-morales.net,1970/04/03,3778391,Jesse Singh,invalid_mobile
Nicole Smith,Nicole_Smith@miller-rodriguez.com,22-03-1990,351057,Nicole Smith,invalid_mobile
Dwayne Snyder,Dwayne_Snyder@henry.biz,03/14/1968,164109,Dwayne Snyder,invalid_mobile
Marcus Rice,Marcus_Rice@mayer.info,1960/08/06,61156,Marcus Rice,invalid_mobile
Ashley Dixon,Ashley_Dixon@rivera-holmes.com,11/18/1973,55256,Ashley Dixon,invalid_mobile
Erica Nelson,Erica_Nelson@johns.com,1998-05-08,86051,Erica Nelson,invalid_mobile
Anna Valdez,Anna_Valdez@flores-guzman.com,1993/10/07,5758719,Anna Valdez,invalid_mobile
Marco Pierce,Marco_Pierce@sutton-smith.com,15-09-2000,538845,Marco Pierce,invalid_mobile
Nicole Henry,Nicole_Henry@mills-hughes.info,2000/07/29,978345,Nicole Henry,invalid_mobile
Melissa David,Melissa_David@rivera.com,01/15/1953,80071,Melissa David,invalid_mobile
Patricia Moreno,Patricia_Moreno@wong.biz,1958-03-24,825333,Patricia Moreno,invalid_mobile
Adam Bailey,Adam_Bailey@ward-williams.biz,07/07/1957,85891,Adam Bailey,invalid_mobile
Carrie Henson,Carrie_Henson@snow-gonzalez.com,08-05-1953,34696,Carrie Henson,invalid_mobile
Richard Martin,Richard_Martin@anderson.com,1966-03-31,66236,Richard Martin,invalid_mobile
Whitney Reed,Whitney_Reed@mitchell.biz,10/27/1977,32896,Whitney Reed,invalid_mobile
Michael Snyder,Michael_Snyder@taylor.com,31-08-1969,96971,Michael Snyder,invalid_mobile
Dana Molina,Dana_Molina@miller-chavez.com,09-04-2016,34721,Dana Molina,invalid_mobile;below_18
Justin Decker,Justin_Decker@anthony.com,05-11-2018,921861,Justin Decker,invalid_mobile;below_18
Cristina Gray,Cristina_Gray@hoover-jones.info,04/24/1978,1555 8739,Cristina Gray,invalid_mobile
Mark Nguyen,Mark_Nguyen@thomas-stone.net,02-04-2011,4250793,Mark Nguyen,invalid_mobile;below_18
Michael Johnson,Michael_Johnson@bryant.com,2016/12/10,233829,Michael Johnson,invalid_mobile;below_18
Nicholas Clark,Nicholas_Clark@brown.com,1993/07/07,45286,Nicholas Clark,invalid_mobile
Todd Wheeler,Todd_Wheeler@woods.com,09/04/1996,5035 6375,Todd Wheeler,invalid_mobile
Linda Woods,Linda_Woods@diaz.com,11/27/1961,8119 5711,Linda Woods,invalid_mobile
Christina Pennington,Christina_Pennington@webb.com,03-03-1996,117909,Christina Pennington,invalid_mobile
Jennifer Baldwin,Jennifer_Baldwin@schmitt.org,29-12-2016,62403007,Jennifer Baldwin,below_18
Jake Oliver,Jake_Oliver@peterson-james.info,1981/01/27,28696,Jake Oliver,invalid_mobile
Ms. Krystal Reilly,Krystal_Reilly@martinez.com,1982/09/09,782829,Krystal Reilly,invalid_mobile
Malik Wright,Malik_Wright@brooks.com,1977/06/11,383535,Malik Wright,invalid_mobile
Anne Howard,Anne_Howard@rowe.com,06/10/1969,3519 8251,Anne Howard,invalid_mobile
Trevor Gutierrez,Trevor_Gutierrez@murphy-butler.com,09/29/2011,7937630,Trevor Gutierrez,invalid_mobile;below_18
Jennifer Hernandez,Jennifer_Hernandez@hughes.com,10/21/1970,90426,Jennifer Hernandez,invalid_mobile
Mark Montes,Mark_Montes@alexander.com,18-06-1972,741843,Mark Montes,invalid_mobile
Matthew Peck,Matthew_Peck@mclean.org,2012/04/17,59541,Matthew Peck,invalid_mobile;below_18
Jonathan Mclaughlin,Jonathan_Mclaughlin@cannon.org,1992/04/06,74106,Jonathan Mclaughlin,invalid_mobile
Melissa Vega DVM,Melissa_Vega@greene-ward.com,04/21/2007,584709,Melissa Vega,invalid_mobile;below_18
Renee Ellis,Renee_Ellis@martin.com,1958-12-02,315699,Renee Ellis,invalid_mobile
Mark Schmidt,Mark_Schmidt@jenkins.com,2010-04-29,5018644,Mark Schmidt,invalid_mobile;below_18
Anthony Baker,Anthony_Baker@burns.biz,07/25/1989,5059 8455,Anthony Baker,invalid_mobile
Amanda Perkins,Amanda_Perkins@norton.com,1987-05-07,55826,Amanda Perkins,invalid_mobile
Lisa Garcia,Lisa_Garcia@carrillo.com,1950/07/26,437613,Lisa Garcia,invalid_mobile
Jennifer Sullivan,Jennifer_Sullivan@brown-winters.info,11-03-1957,5734716,Jennifer Sullivan,invalid_mobile
Jeremy Wright,Jeremy_Wright@friedman.com,1971-07-10,958071,Jeremy Wright,invalid_mobile
Tracy Frazier,Tracy_Frazier@reed.info,1982/03/15,6636295,Tracy Frazier,invalid_mobile
Robert Wheeler,Robert_Wheeler@ramirez.com,1959/04/24,897117,Robert Wheeler,invalid_mobile
John Gonzalez,John_Gonzalez@beck-lynch.org,2017-08-15,85888895,John Gonzalez,below_18
Thomas Gordon,Thomas_Gordon@perez-nelson.com,11/06/2004,6508825,Thomas Gordon,invalid_mobile;below_18
Jacob Mcintyre,Jacob_Mcintyre@willis.com,2014-08-08,26330743,Jacob Mcintyre,below_18
Charles Melendez,Charles_Melendez@wood.org,26-07-1978,847119,Charles Melendez,invalid_mobile
Derek Stevens,Derek_Stevens@anderson-taylor.com,03-11-2002,39056,Derek Stevens,invalid_mobile
Cindy Odonnell,Cindy_Odonnell@powell-johnson.com,12/19/2009,4662652,Cindy Odonnell,invalid_mobile;below_18
Mary Holmes,Mary_Holmes@russo.com,08/22/1993,7206095,Mary Holmes,invalid_mobile
Amanda Monroe,Amanda_Monroe@phillips-riley.com,2010/04/10,737001,Amanda Monroe,invalid_mobile;below_18
Sara Sanchez,Sara_Sanchez@rivas.com,1953-06-19,41021,Sara Sanchez,invalid_mobile
Dennis Williams,Dennis_Williams@bowman-henderson.info,18-01-2014,2395219,Dennis Williams,invalid_mobile;below_18
Emily Mitchell,Emily_Mitchell@white-garrison.com,1972/04/17,316377,Emily Mitchell,invalid_mobile
Lauren Rodriguez,Lauren_Rodriguez@delgado.info,1978-12-30,7323485,Lauren Rodriguez,invalid_mobile
Tony Norton,Tony_Norton@shepherd.com,1951/12/10,33876,Tony Norton,invalid_mobile
Jacqueline Choi,Jacqueline_Choi@lynn.com,16-03-1995,67741,Jacqueline Choi,invalid_mobile
Larry Livingston,Larry_Livingston@cook.info,25-04-2016,3239790,Larry Livingston,invalid_mobile;below_18
Caitlin Ryan,Caitlin_Ryan@smith-mitchell.biz,04/06/1956,304605,Caitlin Ryan,invalid_mobile
Crystal Harris,Crystal_Harris@reyes.com,2013/12/19,790029,Crystal Harris,invalid_mobile;below_18
Joseph Marshall,Joseph_Marshall@scott.com,1965-05-02,39856,Joseph Marshall,invalid_mobile
Amy Wilson,Amy_Wilson@cortez.net,04/12/1974,6439 2323,Amy Wilson,invalid_mobile
David Clark,David_Clark@fleming.com,08/01/1985,4483 4223,David Clark,invalid_mobile
Terri Pace,Terri_Pace@griffin.com,1966-05-21,58881,Terri Pace,invalid_mobile
Erika Joseph,Erika_Joseph@romero.com,03/03/1981,5107 5039,Erika Joseph,invalid_mobile
Jessica Brown,Jessica_Brown@perez.com,01/15/2007,8623035,Jessica Brown,invalid_mobile;below_18
Chase Young,Chase_Young@miller.com,2016/02/19,512313,Chase Young,invalid_mobile;below_18
Mitchell Cook,Mitchell_Cook@henson.com,2005/11/21,481893,Mitchell Cook,invalid_mobile;below_18
Melinda Hamilton,Melinda_Hamilton@martinez-norris.com,2003/11/03,1252406,Melinda Hamilton,invalid_mobile
Randall Scott,Randall_Scott@hernandez.biz,09/03/1971,9839 9307,Randall Scott,invalid_mobile
Pamela Allison,Pamela_Allison@garcia.com,06-01-1965,4971100,Pamela Allison,invalid_mobile
Cynthia Harrington,Cynthia_Harrington@adams.info,07/24/1979,4887 9875,Cynthia Harrington,invalid_mobile
Heidi Brown,Heidi_Brown@molina.com,1990/12/24,320787,Heidi Brown,invalid_mobile
Kathryn Graham,Kathryn_Graham@wright.com,1984/09/06,776895,Kathryn Graham,invalid_mobile
Samantha Strickland,Samantha_Strickland@edwards.net,2011/07/26,3009630,Samantha Strickland,invalid_mobile;below_18
Kimberly Gilbert,Kimberly_Gilbert@huff-grant.net,21-06-1992,20011,Kimberly Gilbert,invalid_mobile
Laura King,Laura_King@allen.info,10/14/2013,49261,Laura King,invalid_mobile;below_18
Janet Perez,Janet_Perez@trevino.com,2013-05-08,70551,Janet Perez,invalid_mobile;below_18
George Hunt,George_Hunt@evans.com,10/25/1970,704277,George Hunt,invalid_mobile
Randy Taylor,Randy_Taylor@butler-walker.biz,24-09-1987,1290241,Randy Taylor,invalid_mobile
Mark Hensley,Mark_Hensley@newton.net,08-11-1991,397449,Mark Hensley,invalid_mobile
Elizabeth Woodard,Elizabeth_Woodard@wilson.org,1997-12-11,87081,Elizabeth Woodard,invalid_mobile
Amanda Snow,Amanda_Snow@bryan-andrews.com,20-12-1956,525699,Amanda Snow,invalid_mobile
Colton Porter,Colton_Porter@serrano-woods.org,1984/08/01,6956125,Colton Porter,invalid_mobile
Barbara Aguilar,Barbara_Aguilar@jordan.com,09/18/1985,736605,Barbara Aguilar,invalid_mobile
Donna Little,Donna_Little@taylor.com,11/16/1991,322215,Donna Little,invalid_mobile
Kathleen Ramirez,Kathleen_Ramirez@banks-wright.com,08/29/1955,4035 1711,Kathleen Ramirez,invalid_mobile
Caitlin Espinoza,Caitlin_Espinoza@koch-thompson.com,1987-06-02,3313605,Caitlin Espinoza,invalid_mobile
Michael Mccarthy Jr.,Michael_Mccarthy@estrada.com,1950/08/26,7283109,Michael Mccarthy Jr.,invalid_mobile
Michael Moore,Michael_Moore@keller.org,1968/10/25,42831,Michael Moore,invalid_mobile
Brian Little,Brian_Little@pierce.biz,12/22/1972,5471495,Brian Little,invalid_mobile
Mr. Robert Davis MD,Robert_Davis@miller.com,01-06-1986,36886,Robert Davis,invalid_mobile
Miranda Phillips,Miranda_Phillips@riley.info,11/01/1994,251577,Miranda Phillips,invalid_mobile
Jonathan Garrison,Jonathan_Garrison@hernandez.com,08/01/1983,625935,Jonathan Garrison,invalid_mobile
Anthony Guerrero,Anthony_Guerrero@johnson.com,1985/06/02,4294158,Anthony Guerrero,invalid_mobile
Kenneth Bryant,Kenneth_Bryant@matthews.info,12/26/1979,701211,Kenneth Bryant,invalid_mobile
Amy Brown,Amy_Brown@simon.org,2010/01/26,41431,Amy Brown,invalid_mobile;below_18
Robert Morris,Robert_Morris@miller-moore.net,1988/09/04,4670555,Robert Morris,invalid_mobile
Carrie Lyons,Carrie_Lyons@rodriguez-cohen.org,2017/10/25,31306,Carrie Lyons,invalid_mobile;below_18
Laura Graves,Laura_Graves@brock.info,05-01-1958,64331,Laura Graves,invalid_mobile
Jaime Lucas,Jaime_Lucas@robinson-fisher.info,31-10-1967,69701,Jaime Lucas,invalid_mobile
Jordan Pearson,Jordan_Pearson@campbell-hamilton.com,1960/10/05,8802151,Jordan Pearson,invalid_mobile
Nicholas Martinez,Nicholas_Martinez@white.net,11/26/1951,2031674,Nicholas Martinez,invalid_mobile
Mary Padilla,Mary_Padilla@young-garcia.org,05/03/1957,637371,Mary Padilla,invalid_mobile
Scott Chapman,Scott_Chapman@davidson.net,06-02-1958,806871,Scott Chapman,invalid_mobile
Pamela Bridges,Pamela_Bridges@marshall-collins.org,1970/11/10,61041,Pamela Bridges,invalid_mobile
Wanda Collins,Wanda_Collins@parker-tate.com,1971/01/25,522993,Wanda Collins,invalid_mobile
Amanda Norris,Amanda_Norris@perez-oconnell.org,12-01-2002,2120665,Amanda Norris,invalid_mobile
Jamie Young,Jamie_Young@bell.com,02-11-1958,429465,Jamie Young,invalid_mobile
Brian Peterson,Brian_Peterson@brown-martinez.com,05-04-1962,91301,Brian Peterson,invalid_mobile
Lisa Warren,Lisa_Warren@watts.com,06-04-2007,139875,Lisa Warren,invalid_mobile;below_18
Lacey Rosales,Lacey_Rosales@bennett-singh.com,19-10-2010,314373,Lacey Rosales,invalid_mobile;below_18
Daniel Harper,Daniel_Harper@huang-moody.org,1966/04/02,932085,Daniel Harper,invalid_mobile
Barbara Smith,Barbara_Smith@aguirre.biz,1994/07/23,488889,Barbara Smith,invalid_mobile
Holly Brown,Holly_Brown@graham.com,2015/08/17,1129115,Holly Brown,invalid_mobile;below_18
Wesley Cunningham,Wesley_Cunningham@booth-simmons.com,12/15/2008,3895 9971,Wesley Cunningham,invalid_mobile;below_18
Rachel Mason,Rachel_Mason@kelly.com,1950-07-23,71851,Rachel Mason,invalid_mobile
Alicia Case,Alicia_Case@moore.info,1996-08-10,56511,Alicia Case,invalid_mobile
Thomas Wright,Thomas_Wright@pacheco.com,1960-07-29,86461,Thomas Wright,invalid_mobile
Kelsey Collins,Kelsey_Collins@carter.org,2010/01/07,82451,Kelsey Collins,invalid_mobile;below_18
Michael Hodges,Michael_Hodges@foster.com,10/07/1978,5221231,Michael Hodges,invalid_mobile
Elizabeth Gutierrez,Elizabeth_Gutierrez@rhodes.biz,02/09/2000,866985,Elizabeth Gutierrez,invalid_mobile
Scott Brown,Scott_Brown@scott.com,1950-01-26,84341,Scott Brown,invalid_mobile
Melvin Wiley,Melvin_Wiley@simpson-schneider.info,05-07-1970,1957019,Melvin Wiley,invalid_mobile
Stephanie Haas,Stephanie_Haas@smith.com,1980-08-02,94971,Stephanie Haas,invalid_mobile
Lisa Medina,Lisa_Medina@harris.com,1956-06-16,81656,Lisa Medina,invalid_mobile
Susan Lane,Susan_Lane@archer-warner.biz,2012/12/27,22551711,Susan Lane,below_18
William Tran,William_Tran@williams.com,01-11-1956,7430774,William Tran,invalid_mobile
Savannah Holland,Savannah_Holland@williams-kelly.com,2004-07-04,79359575,Savannah Holland,below_18
Crystal Vega,Crystal_Vega@bradford.com,27-06-1954,99496,Crystal Vega,invalid_mobile
Erika Espinoza,Erika_Espinoza@mitchell.com,08/24/1997,766575,Erika Espinoza,invalid_mobile
Deborah Jones,Deborah_Jones@brown.info,06/07/1990,337743,Deborah Jones,invalid_mobile
Kirsten Williams,Kirsten_Williams@mitchell.info,12/04/1951,2819 3351,Kirsten Williams,invalid_mobile
Charles Patel,Charles_Patel@rivas.biz,1965-01-13,119961,Charles Patel,invalid_mobile
Misty Ramirez,Misty_Ramirez@waters-turner.org,1976-01-07,246471,Misty Ramirez,invalid_mobile
Mark Bowman,Mark_Bowman@lam-valentine.com,05/31/1982,22876,Mark Bowman,invalid_mobile
Christina Orr,Christina_Orr@marquez.com,2004-12-14,9889090,Christina Orr,invalid_mobile;below_18
Brian Bridges,Brian_Bridges@hobbs.biz,2013-08-12,4455655,Brian Bridges,invalid_mobile;below_18
Mike Hale,Mike_Hale@hall.net,08-11-1984,144735,Mike Hale,invalid_mobile
Amanda Allen,Amanda_Allen@cross-johnson.com,1978-04-17,420549,Amanda Allen,invalid_mobile
Robert Hernandez,Robert_Hernandez@bush.com,26-02-1995,3890454,Robert Hernandez,invalid_mobile
Brandon Bernard,Brandon_Bernard@pierce.com,1962/04/17,392397,Brandon Bernard,invalid_mobile
Dan Young,Dan_Young@smith.com,23-09-1998,1156877,Dan Young,invalid_mobile
Jonathan Nguyen,Jonathan_Nguyen@cooley.com,2009/10/02,8036036,Jonathan Nguyen,invalid_mobile;below_18
Mary Sandoval,Mary_Sandoval@gomez-baker.com,1990-05-05,728007,Mary Sandoval,invalid_mobile
Bryan Clark,Bryan_Clark@walsh-miles.com,22-01-1950,60216,Bryan Clark,invalid_mobile
Joseph Huynh,Joseph_Huynh@meyer.com,15-03-1965,6006071,Joseph Huynh,invalid_mobile
Kelly Meyer,Kelly_Meyer@bennett.com,07/30/2015,49126,Kelly Meyer,invalid_mobile;below_18
Mary Clark,Mary_Clark@kennedy-barker.net,28-01-1950,130575,Mary Clark,invalid_mobile
Sherry Lyons,Sherry_Lyons@carson-copeland.com,09/02/1998,4767 2835,Sherry Lyons,invalid_mobile
Jonathan Adams,Jonathan_Adams@brown-castro.info,1991-01-29,46051,Jonathan Adams,invalid_mobile
Jeremy Henderson,Jeremy_Henderson@stanton.net,1993-01-30,29156,Jeremy Henderson,invalid_mobile
Edward King,Edward_King@bright.info,1955-12-18,87986,Edward King,invalid_mobile
Jennifer Butler,Jennifer_Butler@arellano-morris.com,11/18/1951,1607 9075,Jennifer Butler,invalid_mobile
Michael Taylor,Michael_Taylor@hernandez-lamb.com,02/08/2014,321063,Michael Taylor,invalid_mobile;below_18
James House,James_House@chavez.biz,16-05-1963,487995,James House,invalid_mobile
Pamela Kelley,Pamela_Kelley@mooney-williams.org,1982/11/25,323007,Pamela Kelley,invalid_mobile
Carolyn Sanchez,Carolyn_Sanchez@cunningham.net,28-11-2011,60183815,Carolyn Sanchez,below_18
Jacqueline Johnson,Jacqueline_Johnson@johnston.com,2007/10/14,20215991,Jacqueline Johnson,below_18
Aaron Gardner,Aaron_Gardner@briggs.com,27-01-2008,2176889,Aaron Gardner,invalid_mobile;below_18
Randall Kemp,Randall_Kemp@jenkins.net,24-09-1997,226959,Randall Kemp,invalid_mobile
Kristen Flores,Kristen_Flores@watkins.com,1995/03/28,756093,Kristen Flores,invalid_mobile
Robert Wilson,Robert_Wilson@webster-cooper.com,1958-08-18,371427,Robert Wilson,invalid_mobile
John Taylor,John_Taylor@jones.biz,07/25/1982,93261,John Taylor,invalid_mobile
Misty Mckinney,Misty_Mckinney@zimmerman.net,1987-04-26,587367,Misty Mckinney,invalid_mobile
Craig Smith,Craig_Smith@anderson.com,03/23/1978,33481,Craig Smith,invalid_mobile
Brianna Long,Brianna_Long@booth.net,1994/04/03,88226,Brianna Long,invalid_mobile
Ms. Hailey Fisher,Hailey_Fisher@diaz.com,2018-09-25,258189,Hailey Fisher,invalid_mobile;below_18
Elizabeth Cantrell,Elizabeth_Cantrell@hutchinson.com,03-05-1951,78986,Elizabeth Cantrell,invalid_mobile
Jennifer Ortiz,Jennifer_Ortiz@waters-cervantes.info,07/07/1981,2347 6599,Jennifer Ortiz,invalid_mobile
Dr. Charles Rose,Charles_Rose@walker.com,1955/11/20,4900995,Charles Rose,invalid_mobile
Noah Mccarty,Noah_Mccarty@rios-oneill.com,06/20/1965,6471 8427,Noah Mccarty,invalid_mobile
James Casey,James_Casey@morrison.info,1986-07-28,1168350,James Casey,invalid_mobile
Hector Stanton,Hector_Stanton@baxter-rios.biz,06/17/1963,78586,Hector Stanton,invalid_mobile
Dustin Watkins,Dustin_Watkins@coleman.com,06/09/2005,737823,Dustin Watkins,invalid_mobile;below_18
Chloe Pham,Chloe_Pham@porter.info,05/14/1957,9514254,Chloe Pham,invalid_mobile
Jordan White,Jordan_White@sandoval.net,15-09-1988,557379,Jordan White,invalid_mobile
Melissa Reese,Melissa_Reese@phillips.com,1966/12/20,22241,Melissa Reese,invalid_mobile
Mr. Gary Taylor,Gary_Taylor@donaldson.com,01/31/1994,49861,Gary Taylor,invalid_mobile
Michele West,Michele_West@francis-stewart.info,05/05/1964,594297,Michele West,invalid_mobile
Jennifer Baker,Jennifer_Baker@mckinney.net,10-01-1960,988317,Jennifer Baker,invalid_mobile
Andre Brown,Andre_Brown@reed.biz,1990-02-06,320577,Andre Brown,invalid_mobile
Joseph Murphy,Joseph_Murphy@williams.com,07/09/2011,21126,Joseph Murphy,invalid_mobile;below_18
Cole Harris,Cole_Harris@valdez.org,16-02-1962,7598809,Cole Harris,invalid_mobile
Kimberly Levy,Kimberly_Levy@montoya.org,13-10-1958,935493,Kimberly Levy,invalid_mobile
Jerry Shannon,Jerry_Shannon@sweeney-gibbs.com,05/05/1951,8623 9787,Jerry Shannon,invalid_mobile
Blake Brown,Blake_Brown@george-kelly.net,06/15/1957,3483 5327,Blake Brown,invalid_mobile
Brianna Ford,Brianna_Ford@jenkins.com,09-12-2004,419265,Brianna Ford,invalid_mobile;below_18
Bryan Santiago,Bryan_Santiago@schneider-grimes.com,1988-01-23,713793,Bryan Santiago,invalid_mobile
Michelle Walker,Michelle_Walker@zavala-frey.com,1987/08/25,289053,Michelle Walker,invalid_mobile
David Lewis,David_Lewis@davis-anderson.com,1974/03/06,43571,David Lewis,invalid_mobile
Molly Henry,Molly_Henry@guzman.com,1974-07-23,8235536,Molly Henry,invalid_mobile
Michaela Sanchez,Michaela_Sanchez@fernandez.net,23-07-1964,483513,Michaela Sanchez,invalid_mobile
Samantha Ramirez,Samantha_Ramirez@garcia-gay.com,02/09/1954,5432722,Samantha Ramirez,invalid_mobile
Matthew Kramer DDS,Matthew_Kramer@martinez.com,08-09-1980,3669289,Matthew Kramer,invalid_mobile
Stephanie Marquez,Stephanie_Marquez@le.info,05/29/2007,643491,Stephanie Marquez,invalid_mobile;below_18
Maria Short,Maria_Short@le.com,1989-05-01,37876,Maria Short,invalid_mobile
Sandra Hawkins,Sandra_Hawkins@wilson-little.com,04/19/2012,1614656,Sandra Hawkins,invalid_mobile;below_18
James Copeland,James_Copeland@steele.com,2016/04/24,5070129,James Copeland,invalid_mobile;below_18
Roberto Chapman,Roberto_Chapman@anderson.com,12/14/2011,62741,Roberto Chapman,invalid_mobile;below_18
Douglas Murphy,Douglas_Murphy@weaver.net,01/12/2002,620229,Douglas Murphy,invalid_mobile
Lori Chavez DDS,Lori_Chavez@daniel.com,1954-09-30,96146,Lori Chavez,invalid_mobile
Cynthia Weaver,Cynthia_Weaver@smith-castillo.net,08/08/1959,387297,Cynthia Weaver,invalid_mobile
Christopher Charles,Christopher_Charles@sawyer.biz,1957/08/24,59306,Christopher Charles,invalid_mobile
Joshua Thompson,Joshua_Thompson@wright.biz,01/12/1999,36761,Joshua Thompson,invalid_mobile
Michael Bowers,Michael_Bowers@klein-barry.com,09/03/2002,7007 4031,Michael Bowers,invalid_mobile
Kimberly Torres,Kimberly_Torres@lee.biz,23-06-1985,93336,Kimberly Torres,invalid_mobile
Scott Webb,Scott_Webb@hurst.com,2017-08-02,732903,Scott Webb,invalid_mobile;below_18
Karen Luna,Karen_Luna@miller-lopez.com,30-04-1959,143907,Karen Luna,invalid_mobile
Shelly Long,Shelly_Long@sutton.org,04-05-2010,79230711,Shelly Long,below_18
Russell Medina,Russell_Medina@smith-bell.info,05/08/1996,9904399,Russell Medina,invalid_mobile
Anne Baker,Anne_Baker@buckley-curtis.net,1959-10-03,912489,Anne Baker,invalid_mobile
Christopher Jones,Christopher_Jones@wilson.net,28-05-2009,99596183,Christopher Jones,below_18
Kelly Espinoza,Kelly_Espinoza@davidson.com,30-03-1953,9252664,Kelly Espinoza,invalid_mobile
Rachel Martinez,Rachel_Martinez@goodwin.org,02/02/2016,1323 2735,Rachel Martinez,invalid_mobile;below_18
Lori Reese,Lori_Reese@terry.info,1966-01-17,66811,Lori Reese,invalid_mobile
James Cruz,James_Cruz@bender-harris.com,07/30/1950,1875 8595,James Cruz,invalid_mobile
Austin Roth,Austin_Roth@ramsey.com,2014-02-19,4974327,Austin Roth,invalid_mobile;below_18
Timothy Edwards,Timothy_Edwards@wheeler.net,25-11-1950,61776,Timothy Edwards,invalid_mobile
Michael Knight,Michael_Knight@blanchard.com,07-11-1972,64146,Michael Knight,invalid_mobile
Nicolas Ray,Nicolas_Ray@lynch-richards.net,2007-01-15,97346,Nicolas Ray,invalid_mobile;below_18
Tracy Butler,Tracy_Butler@allison.info,02/05/1957,4543 5383,Tracy Butler,invalid_mobile
Brian Novak,Brian_Novak@ross.com,05-02-1995,4886141,Brian Novak,invalid_mobile
Mario Humphrey,Mario_Humphrey@short.com,1950-07-07,6814270,Mario Humphrey,invalid_mobile
Kelly Mcdonald,Kelly_Mcdonald@carr.com,2004-06-06,255639,Kelly Mcdonald,invalid_mobile;below_18
Melinda Smith,Melinda_Smith@castro-parker.info,1997-10-24,6609520,Melinda Smith,invalid_mobile
Emily Sanchez,Emily_Sanchez@dillon-chavez.org,03-06-1987,252231,Emily Sanchez,invalid_mobile
Dana Vega,Dana_Vega@jones.info,17-08-1953,8481824,Dana Vega,invalid_mobile
Jessica Cortez,Jessica_Cortez@newton.biz,1962/10/24,5671478,Jessica Cortez,invalid_mobile
Kelly Olson,Kelly_Olson@phillips-clay.com,1965/07/31,8275268,Kelly Olson,invalid_mobile
Timothy Gallegos Jr.,Timothy_Gallegos@jenkins-murphy.net,06/30/1955,6378639,Timothy Gallegos Jr.,invalid_mobile
Jonathan Cummings,Jonathan_Cummings@baker-harding.org,03-03-1963,4021585,Jonathan Cummings,invalid_mobile
Steven Johnson,Steven_Johnson@hoffman-frazier.biz,05-10-2008,32111095,Steven Johnson,below_18
Christopher Sullivan,Christopher_Sullivan@clayton.org,15-05-2007,808959,Christopher Sullivan,invalid_mobile;below_18
Kimberly Garcia,Kimberly_Garcia@tapia.com,08/01/1963,4139 7407,Kimberly Garcia,invalid_mobile
Michael Nguyen,Michael_Nguyen@miller.biz,1995-02-02,678231,Michael Nguyen,invalid_mobile
Kevin Foster,Kevin_Foster@garcia.com,1999/02/02,994545,Kevin Foster,invalid_mobile
Jennifer Preston,Jennifer_Preston@armstrong-harris.com,10-12-1991,74641,Jennifer Preston,invalid_mobile
Mary Chapman,Mary_Chapman@espinoza.info,1977-04-16,5702362,Mary Chapman,invalid_mobile
Marc Collins,Marc_Collins@richardson.com,1959/03/16,26381,Marc Collins,invalid_mobile
Shawn Kennedy,Shawn_Kennedy@hanson.net,24-04-2007,3258991,Shawn Kennedy,invalid_mobile;below_18
Christine Farmer,Christine_Farmer@obrien.biz,23-09-1955,9091405,Christine Farmer,invalid_mobile
Pam Martinez,Pam_Martinez@stephens.com,02-04-1965,61196,Pam Martinez,invalid_mobile
Lisa Thompson,Lisa_Thompson@howard-caldwell.com,2015/01/02,974673,Lisa Thompson,invalid_mobile;below_18
John Bennett,John_Bennett@leon.com,2015-02-26,86701,John Bennett,invalid_mobile;below_18
Ronald Dixon,Ronald_Dixon@hale-kirk.com,05/07/1992,59611,Ronald Dixon,invalid_mobile
Carrie Jones,Carrie_Jones@fox.biz,1956/10/17,9685145,Carrie Jones,invalid_mobile
Katie Hanna,Katie_Hanna@chavez.com,06/28/1984,632367,Katie Hanna,invalid_mobile
Seth Villanueva,Seth_Villanueva@mccoy-west.info,1969/05/02,852117,Seth Villanueva,invalid_mobile
Tina Hunter,Tina_Hunter@peterson.info,1968/08/01,495393,Tina Hunter,invalid_mobile
Sheri Beck,Sheri_Beck@lewis.info,21-01-1966,801807,Sheri Beck,invalid_mobile
Kristen Hall,Kristen_Hall@clay.com,1981/06/02,678123,Kristen Hall,invalid_mobile
Zachary Miller,Zachary_Miller@shelton.com,1977-03-08,69166,Zachary Miller,invalid_mobile
Teresa Collins,Teresa_Collins@reed.net,1950/01/17,41601,Teresa Collins,invalid_mobile
Amy Gray,Amy_Gray@dunlap.org,1965-10-17,271761,Amy Gray,invalid_mobile
Tracy Wagner,Tracy_Wagner@anderson-martin.com,10/09/1959,748809,Tracy Wagner,invalid_mobile
Eric West,Eric_West@fields-brewer.com,21-02-2014,59066,Eric West,invalid_mobile;below_18
Denise Harper,Denise_Harper@lyons.com,01/07/2005,3642836,Denise Harper,invalid_mobile;below_18
